CLUSTERID1	CLUSTERID2	DeltaMZ	Cosine	ComponentIndex
1	2	-28.031	0.9438	1
1	6	28.035	0.9222	1
1	9	-396.406	0.9507	1
1	139	-15.969	0.9555	1
1	179	-44.001	0.9187	1
179	254	-28.030	0.9186	1
179	926	-56.061	0.8832	1
254	926	-28.031	0.8693	1
19	33	-26.015	0.9436	1
19	44	-56.061	0.9492	1
19	57	-26.014	0.938	1
19	58	-28.029	0.9628	1
19	78	-452.468	0.9539	1
19	254	-15.974	0.9431	1
78	2929	455.483	0.9148	1
58	457	14.016	0.9244	1
32	58	480.504	0.949	1
57	138	-28.031	0.9645	1
57	149	-28.031	0.959	1
57	201	-478.485	0.9407	1
57	349	28.032	0.9378	1
57	384	-478.485	0.9158	1
57	465	28.033	0.9302	1
465	703	28.031	0.8793	1
8	127	28.035	0.9612	1
8	568	-42.043	0.9278	1
8	703	-82.074	0.8832	1
428	465	-28.031	0.8888	1
428	703	0.000	0.8814	1
349	428	28.032	0.9076	1
349	465	0.001	0.9249	1
349	703	28.032	0.8968	1
201	384	0.000	0.9554	1
149	349	56.063	0.9216	1
149	465	56.064	0.913	1
149	703	84.095	0.8937	1
138	149	-0.000	0.9602	1
138	349	56.063	0.9294	1
138	465	56.064	0.9221	1
138	703	84.095	0.8995	1
44	58	28.032	0.9684	1
44	233	-508.532	0.9607	1
44	821	0.997	0.9772	1
821	7975	184.182	0.9061	1
7530	7975	-0.037	0.962	1
7499	7530	388.376	0.8914	1
4	10	-28.029	0.9843	1
4	29	-56.057	0.9796	1
4	48	28.038	0.9735	1
4	52	56.070	0.9526	1
4	81	-56.056	0.9702	1
4	141	-28.026	0.97	1
4	142	-84.088	0.9601	1
4	144	-84.088	0.9554	1
4	7530	1.039	0.9549	1
144	210	-57.082	0.953	1
210	255	29.052	0.9504	1
210	640	1.021	0.9509	1
640	697	-1.021	0.9113	1
640	1148	68.184	0.9062	1
96	210	56.062	0.9633	1
96	213	-136.689	0.9621	1
96	270	-183.857	0.9551	1
269	270	200.896	0.9579	1
269	305	-33.318	0.9542	1
269	1134	-884.356	0.9565	1
172	649	264.058	0.9571	1
172	1134	-537.961	0.9234	1
649	791	-273.906	0.9209	1
30	172	-515.983	0.9679	1
30	649	-251.925	0.954	1
34	145	28.033	0.953	1
34	305	-28.029	0.9419	1
34	348	30.049	0.9361	1
145	269	-22.744	0.9538	1
145	305	-56.062	0.9489	1
234	270	-63.163	0.9623	1
119	141	83.803	0.9589	1
119	208	-70.077	0.9613	1
119	234	-206.098	0.961	1
119	419	28.018	0.9558	1
187	208	-149.042	0.9554	1
187	419	-50.946	0.9484	1
113	119	-38.848	0.9575	1
113	208	-108.925	0.956	1
87	113	-0.105	0.9662	1
87	116	-375.253	0.9829	1
87	119	-38.952	0.9728	1
87	141	44.851	0.9677	1
87	187	40.012	0.9624	1
87	208	-109.030	0.9665	1
87	419	-10.934	0.9633	1
116	204	21.982	0.9766	1
108	204	-358.226	0.9676	1
108	902	93.981	0.9122	1
374	595	-1.980	0.9226	1
374	902	236.251	0.8749	1
3	108	-17.020	0.9081	1
3	3237	2.022	0.8722	1
133	213	209.220	0.9618	1
133	229	202.974	0.955	1
133	269	-38.845	0.9616	1
133	270	162.051	0.9633	1
101	133	-15.994	0.966	1
101	213	193.225	0.9642	1
101	229	186.979	0.9526	1
101	234	209.219	0.9626	1
101	269	-54.839	0.9622	1
101	270	146.057	0.9617	1
101	305	-88.157	0.9538	1
101	5491	2.017	0.9528	1
5491	10478	146.060	0.9003	1
8797	10478	-251.119	0.8862	1
4940	5491	15.988	0.9028	1
4940	10478	162.048	0.8716	1
213	234	15.994	0.9688	1
213	270	-47.169	0.9647	1
213	298	-636.300	0.9654	1
298	2921	636.298	0.8966	1
94	96	245.999	0.9625	1
94	101	-83.915	0.9645	1
94	133	-99.910	0.9628	1
94	213	109.310	0.9658	1
94	229	103.064	0.9594	1
94	234	125.304	0.9637	1
94	269	-138.755	0.9649	1
94	270	62.141	0.9617	1
39	74	359.952	0.9586	1
39	94	85.922	0.9725	1
39	96	331.920	0.96	1
39	101	2.006	0.9686	1
39	133	-13.988	0.9668	1
39	145	-30.089	0.9581	1
39	213	195.232	0.9634	1
39	234	211.226	0.9622	1
39	269	-52.833	0.9694	1
39	270	148.063	0.9628	1
74	81	113.145	0.9689	1
74	94	-274.030	0.9622	1
74	96	-28.031	0.9752	1
74	210	28.031	0.9682	1
74	213	-164.720	0.9618	1
74	234	-148.726	0.9613	1
74	270	-211.889	0.9587	1
142	144	-0.000	0.9585	1
141	142	-56.062	0.9627	1
141	144	-56.062	0.9655	1
81	87	-16.820	0.9741	1
81	96	-141.176	0.9633	1
81	119	-55.773	0.9669	1
81	141	28.030	0.9732	1
81	142	-28.031	0.9644	1
81	144	-28.031	0.9688	1
52	223	-0.000	0.9358	1
52	415	-43.990	0.919	1
48	52	28.031	0.9689	1
48	141	-56.064	0.9662	1
48	142	-112.126	0.9526	1
48	223	28.031	0.9468	1
29	48	84.095	0.9705	1
29	74	-113.144	0.9671	1
29	81	0.001	0.9798	1
29	87	-16.819	0.9728	1
29	119	-55.772	0.9657	1
29	141	28.031	0.979	1
29	142	-28.030	0.9727	1
29	144	-28.031	0.9665	1
10	29	-28.028	0.9894	1
10	48	56.067	0.9763	1
10	74	-141.172	0.9648	1
10	81	-28.027	0.9777	1
10	87	-44.848	0.9678	1
10	119	-83.800	0.9615	1
10	141	0.003	0.9792	1
10	142	-56.059	0.9706	1
10	144	-56.059	0.9675	1
4765	7530	361.358	0.9019	1
4765	7975	361.320	0.8937	1
267	821	0.995	0.9125	1
233	267	508.534	0.8935	1
233	821	509.529	0.9711	1
33	57	0.001	0.9785	1
33	138	-28.030	0.9644	1
33	149	-28.030	0.9606	1
33	201	-478.484	0.9441	1
33	349	28.033	0.9407	1
33	465	28.034	0.9322	1
17	19	452.472	0.9453	1
7	19	28.034	0.9726	1
7	32	-480.499	0.966	1
7	44	-28.027	0.968	1
7	58	0.005	0.9803	1
7	254	12.059	0.9322	1
5	6	84.095	0.9473	1
5	7	-28.030	0.9738	1
5	17	-452.468	0.9628	1
5	19	0.004	0.9831	1
5	33	-26.011	0.9452	1
5	57	-26.010	0.9395	1
5	58	-28.025	0.9513	1
5	78	-452.464	0.9365	1
5	254	-15.971	0.9504	1
139	179	-28.032	0.8738	1
6	7	-112.125	0.9229	1
6	8	28.033	0.9441	1
6	33	-110.106	0.9218	1
6	127	56.068	0.9126	1
6	568	-14.010	0.9331	1
2	5	-28.030	0.9667	1
2	6	56.066	0.948	1
2	8	84.098	0.9516	1
2	11	-424.435	0.9619	1
2	19	-28.026	0.9524	1
2	33	-54.041	0.9615	1
2	57	-54.040	0.9539	1
2	149	-82.071	0.9477	1
2	179	-15.970	0.962	1
43	311	28.033	0.9432	2
43	557	56.066	0.8757	2
90	375	28.032	0.9589	4
90	463	42.047	0.9524	4
463	3706	14.016	0.8775	4
1130	3706	14.015	0.8456	4
404	1130	-28.031	0.8389	4
404	3706	-14.016	0.83	4
176	404	-3.993	0.8147	4
111	176	-28.032	0.9094	4
155	176	3.994	0.8231	4
155	375	-42.047	0.9222	4
155	404	0.001	0.8152	4
155	463	-28.031	0.9263	4
155	1130	-28.030	0.856	4
155	3706	-14.015	0.8882	4
20	155	-14.014	0.9539	4
20	176	-10.020	0.8483	4
20	375	-56.061	0.9261	4
20	463	-42.045	0.937	4
20	1130	-42.044	0.8866	4
20	2054	2.017	0.9527	4
20	3706	-28.029	0.9084	4
20	6081	1.015	0.9647	4
2054	6081	-1.002	0.9529	4
375	463	14.016	0.9507	4
180	704	-237.965	0.9359	5
188	218	-28.031	0.9417	7
188	292	28.031	0.937	7
292	302	0.012	0.9245	7
212	1067	-14.016	0.8959	8
212	1581	-819.549	0.9015	8
244	326	-28.031	0.9478	9
287	326	42.011	0.9398	9
131	244	-0.016	0.9581	9
131	290	0.001	0.8552	9
131	4705	-187.867	0.7588	9
131	12531	-115.926	0.783	9
308	486	-28.032	0.8265	13
362	531	-45.909	0.9459	19
363	778	2.017	0.9348	20
466	469	-0.000	0.9499	29
491	506	-2.015	0.8695	32
747	2043	-28.032	0.9193	49
774	6209	0.092	0.9356	50
6138	6209	106.251	0.9017	50
2368	6138	0.011	0.8308	50
4878	4956	113.137	0.9027	50
4878	6138	-28.029	0.9131	50
4878	6209	78.222	0.9189	50
1311	4878	868.447	0.9148	50
835	3541	12.039	0.7632	52
835	3570	-0.001	0.8172	52
3541	3570	-12.040	0.7542	52
719	835	1.020	0.7269	52
719	2061	0.001	0.7578	52
719	4934	2.017	0.7314	52
2408	7587	-396.369	0.8984	95
36	2164	-21.976	0.8771	111
36	2701	-21.979	0.8791	111
2164	2701	-0.002	0.8677	111
206	487	-0.003	0.9331	112
206	1352	2.015	0.8801	112
333	1352	-2.016	0.8582	112
391	500	-42.009	0.9377	117
391	523	-92.001	0.9289	117
391	717	-49.990	0.9276	117
391	1243	42.014	0.9423	117
391	1521	-56.024	0.9236	117
1243	1521	-98.038	0.9099	117
1243	1572	-17.967	0.901	117
1243	3758	-140.084	0.8981	117
1572	1764	-166.041	0.8989	117
1572	1801	-250.061	0.904	117
1572	3121	-56.026	0.8954	117
3121	3943	-200.142	0.8675	117
2364	3121	35.978	0.8792	117
2364	6647	-17.966	0.8752	117
1801	3744	-49.993	0.8877	117
1801	4746	232.095	0.8845	117
1801	5488	102.033	0.8893	117
1801	5860	24.045	0.8938	117
4707	5488	35.979	0.862	117
4707	5860	-42.009	0.8625	117
5488	5860	-77.988	0.8583	117
3744	4707	116.048	0.8628	117
3744	5860	74.038	0.8568	117
1764	1801	-84.020	0.9007	117
1764	2364	74.037	0.8796	117
1764	3121	110.015	0.8788	117
1764	5488	18.013	0.882	117
1224	1572	208.050	0.9222	117
1224	1764	42.010	0.9156	117
1224	1801	-42.011	0.9158	117
1224	2364	116.047	0.8973	117
1224	3121	152.025	0.8985	117
1224	3744	-92.004	0.8926	117
1224	4746	190.084	0.8952	117
779	1224	-49.991	0.9238	117
779	1243	176.026	0.9013	117
779	1572	158.059	0.924	117
779	1764	-7.982	0.9061	117
779	1801	-92.002	0.9141	117
779	2364	66.055	0.8952	117
717	779	-84.022	0.9327	117
717	1224	-134.014	0.934	117
717	1243	92.004	0.9139	117
717	1572	74.037	0.9319	117
717	1764	-92.004	0.9253	117
717	1801	-176.024	0.9215	117
717	2364	-17.967	0.9125	117
523	717	42.011	0.9488	117
523	779	-42.011	0.9339	117
523	1224	-92.002	0.9298	117
523	1243	134.016	0.9128	117
523	1572	116.048	0.9327	117
523	1764	-49.993	0.9154	117
523	1801	-134.013	0.9243	117
523	2364	24.044	0.9044	117
500	523	-49.992	0.9236	117
500	717	-7.981	0.9236	117
500	779	-92.003	0.907	117
500	1243	84.023	0.9168	117
500	1521	-14.014	0.9169	117
500	1572	66.056	0.9093	117
478	581	28.028	0.9295	119
478	2131	2.015	0.8877	119
478	2762	26.016	0.8954	119
2131	2762	24.001	0.8463	119
581	2131	-26.013	0.877	119
581	2762	-2.012	0.8914	119
668	2041	-191.057	0.8836	125
668	8477	-577.205	0.8919	125
711	1430	-28.031	0.8042	127
237	3592	-238.229	0.7601	221
237	6253	0.001	0.7382	221
394	745	0.001	0.8467	222
412	509	-0.001	0.9238	224
412	1020	-0.001	0.9079	224
412	1420	-14.017	0.8739	224
412	1750	-14.016	0.8933	224
1420	1750	0.000	0.8269	224
1020	1420	-14.016	0.8609	224
1020	1750	-14.015	0.8647	224
509	1020	0.000	0.9058	224
509	1420	-14.015	0.8706	224
509	1750	-14.015	0.8697	224
530	888	0.001	0.8631	226
530	2851	0.001	0.845	226
1039	1169	-13.980	0.8133	226
1039	1871	-28.030	0.8201	226
1039	2787	-14.018	0.711	226
1039	2851	-138.142	0.8019	226
1039	3423	-56.062	0.7135	226
1392	1871	82.080	0.7704	226
1392	3423	54.048	0.7089	226
1169	1871	-14.050	0.7318	226
888	1039	138.142	0.8093	226
888	1392	28.032	0.7965	226
888	1871	110.112	0.8352	226
888	2851	0.000	0.8007	226
1004	1422	28.032	0.8539	230
1370	1675	42.048	0.769	238
1548	1675	-28.032	0.7408	238
1548	3849	-42.047	0.7029	238
1548	4047	0.001	0.731	238
414	1158	1.980	0.8178	238
414	1370	-84.094	0.7825	238
414	1548	-14.014	0.845	238
414	1675	-42.047	0.8161	238
414	3849	-56.061	0.762	238
414	4047	-14.013	0.7494	238
125	785	-28.030	0.9419	342
125	2137	-62.015	0.8664	342
125	2609	-62.015	0.8609	342
125	2675	-29.972	0.7568	342
125	5364	28.034	0.8536	342
125	6359	-15.995	0.7627	342
4943	5364	-0.062	0.7739	342
1732	2074	-12.037	0.7603	342
1732	5364	15.997	0.7821	342
2074	2077	-80.058	0.7823	342
2077	2935	-0.995	0.7496	342
2077	2988	-314.139	0.7655	342
2077	3162	15.190	0.7576	342
2077	5569	-134.878	0.8221	342
2077	8501	-19.847	0.7517	342
1462	5569	-15.996	0.7442	342
2988	5569	179.261	0.7268	342
1972	2077	269.082	0.8041	342
1972	2988	-45.057	0.7598	342
1972	5569	134.204	0.7721	342
736	1462	-116.061	0.7213	342
736	1972	-266.261	0.8441	342
736	2077	2.821	0.8364	342
736	2586	-0.107	0.7441	342
736	2988	-311.318	0.7291	342
736	5569	-132.057	0.7843	342
72	736	470.158	0.7573	342
72	2004	-45.054	0.783	342
59	72	-15.995	0.8375	342
59	732	-45.055	0.8168	342
59	736	454.163	0.7292	342
499	736	116.064	0.7909	342
499	1462	0.003	0.7739	342
499	1972	-150.197	0.7528	342
499	2077	118.885	0.8344	342
499	2988	-195.254	0.7261	342
499	5569	-15.993	0.803	342
47	499	-116.063	0.8678	342
47	736	0.001	0.8962	342
47	1462	-116.060	0.7989	342
47	1972	-266.260	0.848	342
47	2074	82.881	0.7592	342
47	2077	2.823	0.9443	342
47	2988	-311.317	0.797	342
47	3162	18.012	0.7498	342
47	5569	-132.056	0.8489	342
47	8501	-17.025	0.7755	342
2675	7333	-0.022	0.7423	342
2609	5364	90.049	0.783	342
2137	2609	-0.000	0.8388	342
785	2137	-33.985	0.8612	342
785	2609	-33.985	0.8597	342
785	5364	56.064	0.8391	342
64	125	-28.031	0.9577	342
64	785	-56.061	0.9158	342
64	1732	-15.994	0.8757	342
64	2074	-28.031	0.8261	342
64	2137	-90.046	0.8187	342
64	2609	-90.046	0.8172	342
64	4943	0.065	0.8156	342
64	5364	0.003	0.8385	342
64	6118	54.120	0.7629	342
360	1078	-73.089	0.8255	343
360	1331	85.979	0.7806	343
360	2075	0.002	0.813	343
1331	3933	-110.124	0.7259	343
988	1331	116.100	0.7319	343
28	1331	168.191	0.8676	343
28	3933	58.067	0.7656	343
1078	2075	73.091	0.7325	343
151	238	-17.025	0.859	343
151	1078	-17.026	0.8363	343
151	2864	-37.953	0.7208	343
24	151	0.002	0.9443	343
24	238	-17.023	0.8683	343
24	1078	-17.024	0.8433	343
24	2864	-37.951	0.7292	343
238	360	73.088	0.8328	343
238	1078	-0.001	0.8791	343
238	2075	73.090	0.7334	343
604	617	-28.032	0.8754	345
604	1497	-0.925	0.7455	345
604	1890	-56.062	0.7925	345
604	4155	28.031	0.734	345
1497	1759	-0.079	0.7986	345
617	1890	-28.030	0.822	345
683	1607	14.014	0.8058	348
683	1837	-14.017	0.8085	348
1607	1837	-28.031	0.7818	348
749	2102	-28.033	0.8175	350
749	2140	-0.001	0.7754	350
607	797	-54.046	0.7848	352
607	1306	-14.015	0.7701	352
607	1574	14.018	0.7608	352
1306	1574	28.033	0.738	352
1306	2111	-26.016	0.7411	352
855	1162	-0.001	0.8392	353
881	1070	-72.057	0.8387	354
753	1070	22.058	0.7996	354
753	3392	80.102	0.7575	354
1333	3392	31.076	0.7863	354
1161	1860	30.046	0.8265	358
1161	2087	-13.978	0.8312	358
1161	3214	2.016	0.8126	358
2087	3214	15.994	0.7821	358
1860	2087	-44.024	0.7986	358
1860	3214	-28.030	0.7904	358
1225	1639	-30.045	0.7535	361
1225	1748	82.078	0.7544	361
1748	3235	-28.029	0.7244	361
970	1567	56.928	0.7033	361
970	1658	-40.028	0.7495	361
970	1748	141.020	0.7365	361
970	3069	-28.029	0.718	361
635	790	-14.011	0.7091	361
635	1658	12.005	0.7508	361
635	1705	-26.010	0.7149	361
635	1794	26.020	0.7124	361
790	1015	-2.016	0.7504	361
790	1159	-2.016	0.7283	361
790	1166	-44.064	0.7341	361
790	2607	-16.036	0.7192	361
1166	2607	28.028	0.775	361
1166	3945	-0.028	0.7217	361
1166	11032	1.978	0.7803	361
3945	11032	2.006	0.7107	361
1159	1166	-42.048	0.7181	361
1159	2607	-14.020	0.7257	361
1015	1159	0.000	0.7741	361
1015	1166	-42.048	0.7441	361
1015	2607	-14.020	0.7855	361
296	520	141.018	0.714	361
296	635	28.026	0.8612	361
296	766	141.018	0.7138	361
296	790	14.015	0.7446	361
296	971	-26.017	0.7744	361
296	1015	11.999	0.7163	361
296	1658	40.031	0.7921	361
296	1705	2.016	0.7454	361
296	1794	54.046	0.704	361
198	296	0.002	0.8895	361
198	520	141.020	0.7259	361
198	635	28.028	0.8395	361
198	766	141.020	0.7104	361
198	790	14.016	0.771	361
198	971	-26.015	0.7628	361
198	1015	12.000	0.7479	361
198	1166	-30.047	0.7303	361
198	1658	40.033	0.7749	361
198	1705	2.018	0.7583	361
1567	1648	-28.031	0.7802	361
1567	2547	-28.031	0.728	361
1567	4394	-28.032	0.7203	361
1648	2547	-0.000	0.7442	361
1365	1567	-312.265	0.8165	361
1365	1648	-340.296	0.8047	361
1365	2038	-46.004	0.7241	361
1365	2547	-340.297	0.8211	361
1365	4394	-340.297	0.7493	361
1365	5348	-308.233	0.7125	361
3829	5348	28.032	0.7044	361
2936	3829	245.235	0.7064	361
1491	3829	-56.059	0.7064	361
663	681	11.005	0.7539	361
663	1068	56.061	0.7659	361
663	1491	-226.160	0.7167	361
663	1893	-15.012	0.7146	361
551	681	-30.046	0.7132	361
551	1893	-56.063	0.7151	361
681	1406	-56.063	0.7233	361
681	1893	-26.017	0.7148	361
12	31	56.064	0.9036	361
12	551	58.081	0.7625	361
12	612	-211.143	0.7344	361
12	663	17.030	0.791	361
12	681	28.034	0.8369	361
12	1068	73.091	0.7134	361
12	1406	-28.029	0.7906	361
12	1893	2.018	0.7541	361
31	551	2.016	0.7556	361
31	612	-267.208	0.762	361
31	663	-39.035	0.7656	361
31	681	-28.030	0.8196	361
31	1068	17.027	0.7623	361
31	1406	-84.093	0.7754	361
31	1491	-265.195	0.7139	361
31	1893	-54.046	0.7441	361
31	3085	14.016	0.7168	361
1068	1491	-282.221	0.7429	361
1068	3829	-338.280	0.7303	361
1068	4207	-635.548	0.7065	361
1068	4668	-366.311	0.7009	361
940	1365	74.037	0.7361	361
940	2038	28.033	0.7768	361
940	2229	0.000	0.7724	361
940	3590	28.034	0.7209	361
940	3653	-18.012	0.7031	361
819	970	-30.912	0.7037	361
819	1365	338.282	0.8009	361
819	1567	26.016	0.7519	361
819	1648	-2.015	0.7229	361
819	2547	-2.015	0.7289	361
819	3829	2.017	0.7145	361
819	5348	30.048	0.7126	361
615	970	28.032	0.7358	361
612	663	228.173	0.7486	361
612	819	-56.062	0.8066	361
612	970	-86.974	0.7375	361
612	1068	284.234	0.7449	361
612	1365	282.219	0.7725	361
612	1491	2.013	0.7296	361
612	2936	-299.281	0.7611	361
612	3829	-54.046	0.7373	361
408	940	-0.000	0.8393	361
408	1365	74.037	0.7382	361
408	1567	-238.228	0.7018	361
408	1748	-154.136	0.7209	361
408	2038	28.033	0.7927	361
408	2229	-0.000	0.7543	361
408	3590	28.034	0.7088	361
408	3653	-18.012	0.7459	361
1639	2178	0.089	0.7755	361
1639	2182	0.087	0.7538	361
2178	2182	-0.002	0.7968	361
1249	1639	0.000	0.7865	361
1249	2178	0.089	0.8039	361
1249	2182	0.088	0.7758	361
766	1225	-2.017	0.7435	361
520	766	0.001	0.8415	361
520	1225	-2.016	0.754	361
389	520	-26.016	0.7849	361
389	766	-26.015	0.7809	361
389	1225	-28.032	0.8043	361
389	1350	-830.518	0.7847	361
389	1748	54.046	0.7245	361
389	2355	0.027	0.7138	361
242	389	141.019	0.7547	361
242	919	-14.015	0.7743	361
242	1174	26.016	0.813	361
242	1350	-689.498	0.8907	361
242	2253	40.030	0.7718	361
242	2673	39.001	0.7506	361
242	4764	14.017	0.7505	361
242	5393	12.984	0.7851	361
4764	5393	-1.033	0.7008	361
2673	5393	-26.017	0.7344	361
2253	2673	-1.029	0.7007	361
1174	2253	14.015	0.7515	361
1174	2673	12.985	0.7225	361
1174	3335	28.033	0.7107	361
1174	4764	-11.998	0.7203	361
1174	5393	-13.032	0.7322	361
919	1174	40.031	0.7233	361
156	242	0.000	0.9289	361
156	389	141.019	0.7631	361
156	502	-3.048	0.7061	361
156	919	-14.015	0.7885	361
156	1174	26.016	0.8402	361
156	1350	-689.498	0.9165	361
156	2253	40.030	0.7792	361
156	2673	39.001	0.7741	361
156	4764	14.017	0.7681	361
156	5393	12.984	0.7964	361
502	535	-0.001	0.8551	361
502	679	-14.014	0.8063	361
502	1452	14.017	0.7324	361
502	2058	2.018	0.7283	361
535	679	-14.013	0.7996	361
535	1452	14.018	0.7537	361
535	2058	2.019	0.717	361
441	502	-28.030	0.7686	361
441	535	-28.031	0.7423	361
441	1452	-14.013	0.7715	361
441	1672	14.017	0.8072	361
1592	3005	163.003	0.7741	365
3005	3675	-0.001	0.7692	365
2531	3005	-2.015	0.7808	365
2531	3675	-2.016	0.7425	365
1946	2539	0.081	0.7712	376
1121	2539	0.080	0.7147	376
2704	8175	56.068	0.8734	400
3041	4259	242.968	0.7938	413
4259	8082	-146.874	0.7661	413
2273	3930	-81.026	0.7944	451
5235	6685	-42.010	0.759	486
73	77	0.001	0.9782	555
356	2016	-26.013	0.7421	558
356	2591	55.044	0.721	558
356	2774	-26.016	0.7943	558
2016	2774	-0.003	0.8003	558
185	356	-0.000	0.9544	558
185	2591	55.044	0.7208	558
45	98	-1.004	0.931	568
45	104	2.159	0.9577	568
45	1943	-21.980	0.7771	568
45	2410	2.160	0.8511	568
45	3705	-21.981	0.8688	568
1943	3705	-0.001	0.7175	568
1943	4023	0.174	0.7359	568
104	2410	0.001	0.9063	568
98	104	3.164	0.8653	568
98	2410	3.165	0.7776	568
264	618	0.000	0.9206	569
264	975	2.016	0.8815	569
264	986	-0.000	0.9055	569
264	1199	-28.032	0.8528	569
264	1277	-56.065	0.8494	569
264	1295	2.016	0.8336	569
264	1326	-28.031	0.881	569
264	1396	-56.062	0.806	569
264	2798	-84.092	0.8182	569
264	4048	2.013	0.8419	569
3962	4048	28.028	0.7359	569
1396	2798	-28.030	0.7428	569
1396	2910	28.031	0.7048	569
1326	1396	-28.031	0.7816	569
1326	2798	-56.062	0.7952	569
1326	2910	-0.000	0.7169	569
1326	3962	2.016	0.7126	569
1295	3962	-28.030	0.7776	569
1295	4048	-0.003	0.8022	569
1277	1326	28.035	0.8381	569
1277	1396	0.003	0.7715	569
1277	2798	-28.027	0.8006	569
1277	2910	28.034	0.7049	569
1199	1277	-28.033	0.7937	569
1199	1326	0.001	0.8164	569
1199	1396	-28.030	0.7973	569
1199	2798	-56.060	0.7841	569
1199	2910	0.001	0.7464	569
1199	3962	2.017	0.7244	569
986	1199	-28.032	0.8348	569
986	1277	-56.065	0.8142	569
986	1295	2.016	0.7925	569
986	1326	-28.030	0.8414	569
986	1396	-56.062	0.7834	569
986	2798	-84.092	0.7946	569
986	4048	2.013	0.8153	569
975	986	-2.016	0.843	569
975	1295	0.000	0.874	569
975	3962	-28.030	0.7639	569
975	4048	-0.003	0.8541	569
618	975	2.015	0.8683	569
618	986	-0.000	0.8936	569
618	1199	-28.032	0.8408	569
618	1277	-56.065	0.8486	569
618	1295	2.016	0.8166	569
618	1326	-28.031	0.8737	569
618	1396	-56.062	0.7898	569
618	2798	-84.093	0.8024	569
618	4048	2.013	0.8129	569
1707	1936	56.063	0.7543	572
1707	2342	12.038	0.7402	572
1707	4033	28.033	0.7732	572
1707	5467	0.021	0.8654	572
1936	2342	-44.026	0.7748	572
1936	4033	-28.030	0.787	572
14	26	74.021	0.7868	600
14	262	2.798	0.7981	600
14	411	33.062	0.8667	600
14	434	-1.976	0.76	600
14	2508	14.021	0.8476	600
434	911	-148.036	0.7207	600
434	1168	-74.017	0.779	600
613	911	28.031	0.863	600
613	1168	102.050	0.8011	600
300	613	-86.018	0.8033	600
300	911	-57.986	0.8407	600
300	1589	-518.129	0.8351	600
300	4306	-592.147	0.8074	600
219	260	222.057	0.873	600
219	268	-74.020	0.9472	600
219	435	-148.039	0.8678	600
219	955	164.070	0.8737	600
219	1460	-222.055	0.8862	600
219	1589	-222.054	0.9017	600
219	3223	-14.016	0.8464	600
219	4306	-296.072	0.8756	600
955	1460	-386.124	0.8832	600
955	1551	148.038	0.8184	600
1551	2716	91.045	0.7726	600
2716	3902	40.962	0.7438	600
1466	3902	220.078	0.7732	600
1118	1466	-123.108	0.7703	600
621	1118	404.153	0.8544	600
95	126	-74.019	0.9307	600
95	193	-0.000	0.9613	600
95	220	-74.019	0.9218	600
95	275	-74.019	0.9227	600
95	295	-148.038	0.9082	600
