query_idx	query_scan	query_file	query_precursor_mz	library_idx	library_scan	library_filename	library_precursor_mz	cosine	matched_peaks	delta_mz	ADDUCT	ANALYZER	CHARGE	CHROMATOGRAPHY	COLLISION_ENERGY	DATACOLLECTOR	EXACTMASS	FILENAME	FORMULA	FRAGMENTATION_METHOD	INCHI	INCHIAUX	INSTRUMENT_MODEL	INSTRUMENT_VENDOR	IONIZATION	IONMODE	LIBRARYQUALITY	MS2_EXPLAINED_INTENSITY	MSLEVEL	NAME	ORGANISM	PEPMASS	PI	PUBMED	SCANS	SEQ	SMILES	SOURCE_INSTRUMENT	SPECTRUMID	SPLASH	SUBMITUSER	TITLE	USI
438	741	aligned_features_filled.mgf	746.6058	31840	2431	GNPS-NIST14-MATCHES.mgf	746.5884	0.9625	8	0.0174			1		30.0	Data deposited by mjmeehan		911aaf9fea3e43ecb208c13f468fc5c9/23-blood_pos_C18_QE.mzXML		N/A	InChI=1S/C42H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-/t41-/m1/s1	SIEDNCDNGMIKST-IYEJTHTFSA-N				Positive	3		2	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	746.588379	Data from Gabriel Haddad	N/A	2431	*..*	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003134771		mwang87	CCMSLIB00003134771	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134771
446	755	aligned_features_filled.mgf	810.5992	34173	2514	GNPS-NIST14-MATCHES.mgf	810.5908	0.7181	9	0.0084			1		30.0	Data deposited by mjmeehan		070cdc7ef77c4567a2031d5f5d521a80/40-lungs.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 [M+Na]+	GNPS-NIST14-MATCHES	810.590759	Data from Gabriel Haddad	N/A	2514	*..*	N/A	ESI-Q-TOF	CCMSLIB00003137148		mwang87	CCMSLIB00003137148	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003137148
448	757	aligned_features_filled.mgf	718.5748	760558	2489	PNNL-LIPIDS-POSITIVE.mgf	718.5390	0.8754	6	0.0358			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(15:0/16:1); [M+H]+ C39H77N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	718.539	Thomas Metz	N/A	2489	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010057751		mwang87	CCMSLIB00010057751	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010057751
449	758	aligned_features_filled.mgf	734.5705	33205	3303	GNPS-NIST14-MATCHES.mgf	734.5637	0.9713	7	0.0068			1		30.0	Data deposited by mjmeehan		356758164f01481588b7d21cb4d698e0/28-lungs.mzXML		N/A	InChI=1S/C40H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-22-17-15-13-11-9-7-2/h38H,6-37H2,1-5H3/t38-/m1/s1	MZWGYEJOZNRLQE-KXQOOQHDSA-N				Positive	3		2	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	734.56366	Data from Gabriel Haddad	N/A	3303	*..*	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	ESI-qTof	CCMSLIB00003136123		mwang87	CCMSLIB00003136123	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003136123
477	804	aligned_features_filled.mgf	782.5671	35929	2601	GNPS-NIST14-MATCHES.mgf	782.5682	0.8377	12	-0.0012			1		30.0	Data deposited by mjmeehan		63098e9f3d694fa6b375bf3d17aacc8c/Blood_Blank_pos_C18_QE_07.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+Na]+	GNPS-NIST14-MATCHES	782.568225	Data from Gabriel Haddad	N/A	2601	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003138952		mwang87	CCMSLIB00003138952	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003138952
481	811	aligned_features_filled.mgf	788.6203	31679	2380	GNPS-NIST14-MATCHES.mgf	788.6122	0.9449	7	0.0081			1		30.0	Data deposited by daniel		f86c70ab196842f5a7644656e26af83d/Plate1_C6.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	788.61222	Data from James McKerrow	N/A	2380	*..*	N/A	ESI-Q-TOF	CCMSLIB00003134596		mwang87	CCMSLIB00003134596	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134596
482	815	aligned_features_filled.mgf	744.5891	765772	7703	PNNL-LIPIDS-POSITIVE.mgf	744.5910	0.9074	6	-0.0019			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(O-16:0/18:2); [M+H]+ C42H83N1O7P1 [M+H]+	PNNL-LIPIDS-POSITIVE	744.591	Thomas Metz	N/A	7703	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010068873		mwang87	CCMSLIB00010068873	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010068873
486	825	aligned_features_filled.mgf	648.6290	716618	4703	GNPS-LIBRARY.mgf	648.5970	0.8609	10	0.0320			1		N/A	Quinn		spectra_from_json.mgf		N/A	N/A	N/A				Positive	3		2	Ceramide (18:1/24:1) [M+H]+	GNPS-LIBRARY	648.597	Dorrestein	N/A	4703	*..*	N/A	LC-ESI-qTof	CCMSLIB00000531476		quinnr	CCMSLIB00000531476	mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000531476
487	826	aligned_features_filled.mgf	762.6012	781085	23017	PNNL-LIPIDS-POSITIVE.mgf	762.6010	0.8980	6	0.0002			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:0/18:0); [M+H]+ C42H85N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	762.601	Thomas Metz	N/A	23017	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010094421		mwang87	CCMSLIB00010094421	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010094421
490	829	aligned_features_filled.mgf	813.6859	32692	8438	GNPS-NIST14-MATCHES.mgf	813.6827	0.9534	6	0.0032			1		30.0	Data deposited by daniel		815429eafb604ae5a65a42cf0bcc01ac/NIST_STD_025_b.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	813.682656	Data from Pieter Dorrestein	N/A	8438	*..*	N/A	ESI-Q-TOF	CCMSLIB00003135664		mwang87	CCMSLIB00003135664	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003135664
492	832	aligned_features_filled.mgf	813.6847	770746	12677	PNNL-LIPIDS-POSITIVE.mgf	813.6850	0.9364	10	-0.0003			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	SM(d18:1/24:1); [M+H]+ C47H94N2O6P1 [M+H]+	PNNL-LIPIDS-POSITIVE	813.685	Thomas Metz	N/A	12677	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010079368		mwang87	CCMSLIB00010079368	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010079368
516	875	aligned_features_filled.mgf	744.5900	765682	7613	PNNL-LIPIDS-POSITIVE.mgf	744.5540	0.8722	6	0.0360			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(15:0/18:2); [M+H]+ C41H79N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	744.554	Thomas Metz	N/A	7613	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010068685		mwang87	CCMSLIB00010068685	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010068685
532	898	aligned_features_filled.mgf	782.5668	35929	2601	GNPS-NIST14-MATCHES.mgf	782.5682	0.8892	13	-0.0015			1		30.0	Data deposited by mjmeehan		63098e9f3d694fa6b375bf3d17aacc8c/Blood_Blank_pos_C18_QE_07.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+Na]+	GNPS-NIST14-MATCHES	782.568225	Data from Gabriel Haddad	N/A	2601	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003138952		mwang87	CCMSLIB00003138952	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003138952
547	922	aligned_features_filled.mgf	815.6999	32513	2357	GNPS-NIST14-MATCHES.mgf	815.7004	0.8910	7	-0.0005			1		30.0	Data deposited by mjmeehan		ba311de896ac43dc9cc36bb3fade6642/Blood_Blank_pos_C18_QE_19.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to N-Tetracosanoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	815.700439	Data from Gabriel Haddad	N/A	2357	*..*	N/A	ESI-Q-TOF	CCMSLIB00003135443		mwang87	CCMSLIB00003135443	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003135443
561	947	aligned_features_filled.mgf	730.5392	36343	2576	GNPS-NIST14-MATCHES.mgf	730.5408	0.9407	8	-0.0016			1		30.0	Data deposited by mjmeehan		7674435c97c34409abbdb66adfebb6cb/07-lungs.mzXML		N/A	InChI=1S/C40H76NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16-19,38H,6-15,20-37H2,1-5H3/b18-16-,19-17-/t38-/m1/s1	GPWHCUUIQMGELX-VHQDNGOZSA-N				Positive	3		2	Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	730.540833	Data from Gabriel Haddad	N/A	2576	*..*	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC	ESI-qTof	CCMSLIB00003139363		mwang87	CCMSLIB00003139363	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003139363
569	958	aligned_features_filled.mgf	560.3954	164914	2904	WFSR-LIBRARY.mgf	560.3940	0.7490	6	0.0014			1		N/A	Sjors Rasker, Wout Bergkamp		spectra_from_json.mgf		N/A	InChI=1S/C33H53NO6/c1-17-5-8-24-18(2)27-25(34(24)15-17)14-23-21-7-6-19-13-20(9-11-32(19,3)22(21)10-12-33(23,27)4)39-31-30(38)29(37)28(36)26(16-35)40-31/h6,17-18,20-31,35-38H,5,7-16H2,1-4H3/t17-,18+,20-,21+,22-,23-,24+,25-,26+,27-,28+,29-,30+,31+,32-,33-/m0/s1	IDGKMGZVTKHZDA-OSCYGWHCSA-N				Positive	1		2	gamma-Chaconine_CE60 [M+H]+	WFSR-LIBRARY	560.394	Federico Padilla-Gonzalez	N/A	2904	*..*	[H][C@]12CC[C@H](C)CN1[C@@]1([H])C[C@@]3([H])[C@]4([H])CC=C5C[C@H](CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@@H]2C)O[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	ESI-Orbitrap	CCMSLIB00013936685		jzemlin	CCMSLIB00013936685	mzspec:GNPS:WFSR-LIBRARY:accession:CCMSLIB00013936685
571	962	aligned_features_filled.mgf	780.5519	779305	21237	PNNL-LIPIDS-POSITIVE.mgf	780.5540	0.7820	9	-0.0021			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:0/20:5); [M+H]+ C44H79N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	780.554	Thomas Metz	N/A	21237	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010092641		mwang87	CCMSLIB00010092641	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010092641
574	970	aligned_features_filled.mgf	636.4622	695073	7029	BIRMINGHAM-UHPLC-MS-POS.mgf	636.4600	0.7330	7	0.0022			1		N/A	Data Collector		spectra_from_json.mgf		N/A	InChI=1S/C33H66NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-32(35)39-29-31(30-41-43(37,38)40-28-27-34)42-33(36)26-24-22-20-18-16-14-12-10-8-6-4-2/h31H,3-30,34H2,1-2H3,(H,37,38)	NEZDNQCXEZDCBI-UHFFFAOYSA-N				Positive	1		2	1,2-Dimyristoyl-sn-glycero-3-phosphoethanolamine - 40.0 eV [M+H]+	BIRMINGHAM-UHPLC-MS-POS	636.46	PI	N/A	7029	*..*	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCC	ESI-Orbitrap	CCMSLIB00006124656		mwang87	CCMSLIB00006124656	mzspec:GNPS:BIRMINGHAM-UHPLC-MS-POS:accession:CCMSLIB00006124656
583	982	aligned_features_filled.mgf	808.5829	771176	13107	PNNL-LIPIDS-POSITIVE.mgf	808.5860	0.7090	13	-0.0031			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(18:1/20:4); [M+H]+ C46H83N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	808.586	Thomas Metz	N/A	13107	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010080275		mwang87	CCMSLIB00010080275	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010080275
590	995	aligned_features_filled.mgf	746.6058	31840	2431	GNPS-NIST14-MATCHES.mgf	746.5884	0.9042	7	0.0174			1		30.0	Data deposited by mjmeehan		911aaf9fea3e43ecb208c13f468fc5c9/23-blood_pos_C18_QE.mzXML		N/A	InChI=1S/C42H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-/t41-/m1/s1	SIEDNCDNGMIKST-IYEJTHTFSA-N				Positive	3		2	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	746.588379	Data from Gabriel Haddad	N/A	2431	*..*	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003134771		mwang87	CCMSLIB00003134771	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134771
600	1016	aligned_features_filled.mgf	772.6212	764000	5931	PNNL-LIPIDS-POSITIVE.mgf	772.6220	0.9249	6	-0.0008			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(O-18:0/18:2); [M+H]+ C44H87N1O7P1 [M+H]+	PNNL-LIPIDS-POSITIVE	772.622	Thomas Metz	N/A	5931	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010065062		mwang87	CCMSLIB00010065062	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010065062
607	1037	aligned_features_filled.mgf	788.6157	784837	26773	PNNL-LIPIDS-POSITIVE.mgf	788.6170	0.9091	6	-0.0013			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:0/20:1); [M+H]+ C44H87N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	788.617	Thomas Metz	N/A	26773	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010098177		mwang87	CCMSLIB00010098177	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010098177
611	1041	aligned_features_filled.mgf	794.6048	769902	11833	PNNL-LIPIDS-POSITIVE.mgf	794.6060	0.9112	9	-0.0012			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(O-18:1/20:4); [M+H]+ C46H85N1O7P1 [M+H]+	PNNL-LIPIDS-POSITIVE	794.606	Thomas Metz	N/A	11833	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010077590		mwang87	CCMSLIB00010077590	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010077590
612	1042	aligned_features_filled.mgf	454.2925	36637	3975	GNPS-NIST14-MATCHES.mgf	454.2926	0.8039	11	-0.0001			1		35.0	Data deposited by lfnothias		55fc66d014f945d39bfa8290189f9de7/P_syn_32_SampleF1_media.mzML		N/A	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1	YVYMBNSKXOXSKW-HXUWFJFHSA-N				Positive	3		2	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	454.292596	Data from Pieter Dorrestein	N/A	3975	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O	ESI-qTof	CCMSLIB00003139689		mwang87	CCMSLIB00003139689	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003139689
614	1044	aligned_features_filled.mgf	671.3824	716980	1807	GNPS-LIBRARY.mgf	671.3780	0.8505	20	0.0044			1		N/A	HW		spectra_from_json.mgf		N/A	N/A	N/A				Positive	3		2	GameXPeptide E [M+H]+	GNPS-LIBRARY	671.378	HW	N/A	1807	*..*	N/A	LC-ESI-qTof	CCMSLIB00001059265		sniperwolff	CCMSLIB00001059265	mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00001059265
615	1045	aligned_features_filled.mgf	794.6059	769902	11833	PNNL-LIPIDS-POSITIVE.mgf	794.6060	0.8686	10	-0.0001			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(O-18:1/20:4); [M+H]+ C46H85N1O7P1 [M+H]+	PNNL-LIPIDS-POSITIVE	794.606	Thomas Metz	N/A	11833	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010077590		mwang87	CCMSLIB00010077590	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010077590
621	1053	aligned_features_filled.mgf	772.5860	762632	4563	PNNL-LIPIDS-POSITIVE.mgf	772.5860	0.8872	6	0.0000			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(17:0/18:2); [M+H]+ C43H83N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	772.586	Thomas Metz	N/A	4563	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010061671		mwang87	CCMSLIB00010061671	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010061671
624	1059	aligned_features_filled.mgf	786.6522	31753	2747	GNPS-NIST14-MATCHES.mgf	786.6035	0.9181	13	0.0487			1		43.0	Data deposited by lamccall		f86c70ab196842f5a7644656e26af83d/P6-F3_RF3_01_1178.mzXML		N/A	InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,42H,6-14,16,18-20,22,24-41H2,1-5H3/b17-15-,23-21-/t42-/m1/s1	FORFDCPQKJHEBF-VPUSDGANSA-N				Positive	3		2	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	786.603535	Data from James McKerrow	N/A	2747	*..*	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	ESI-qTof	CCMSLIB00003134673		mwang87	CCMSLIB00003134673	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134673
633	1073	aligned_features_filled.mgf	371.1011	32892	2345	GNPS-NIST14-MATCHES.mgf	371.1017	0.9096	10	-0.0006			1		N/A	Data deposited by marjo		ba311de896ac43dc9cc36bb3fade6642/s103-v312.mgf		N/A	InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3	XMSXQFUHVRWGNA-UHFFFAOYSA-N				Positive	3		2	Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14 [M+H]+	GNPS-NIST14-MATCHES	371.101732	Data from Maria Maansson	N/A	2345	*..*	C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C	ESI-QQQ	CCMSLIB00003136831		mwang87	CCMSLIB00003136831	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003136831
635	1075	aligned_features_filled.mgf	746.5712	772712	14643	PNNL-LIPIDS-POSITIVE.mgf	746.6060	0.8982	10	-0.0348			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(O-16:1/18:0); [M+H]+ C42H85N1O7P1 [M+H]+	PNNL-LIPIDS-POSITIVE	746.606	Thomas Metz	N/A	14643	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010083454		mwang87	CCMSLIB00010083454	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010083454
646	1096	aligned_features_filled.mgf	786.5997	773050	14981	PNNL-LIPIDS-POSITIVE.mgf	786.6010	0.9289	6	-0.0013			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(18:1/18:1); [M+H]+ C44H85N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	786.601	Thomas Metz	N/A	14981	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010084153		mwang87	CCMSLIB00010084153	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010084153
650	1102	aligned_features_filled.mgf	780.5492	779305	21237	PNNL-LIPIDS-POSITIVE.mgf	780.5540	0.7359	9	-0.0048			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:0/20:5); [M+H]+ C44H79N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	780.554	Thomas Metz	N/A	21237	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010092641		mwang87	CCMSLIB00010092641	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010092641
655	1117	aligned_features_filled.mgf	810.5969	770510	12441	PNNL-LIPIDS-POSITIVE.mgf	810.6010	0.7123	9	-0.0041			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(18:0/20:4); [M+H]+ C46H85N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	810.601	Thomas Metz	N/A	12441	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010078874		mwang87	CCMSLIB00010078874	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010078874
669	1140	aligned_features_filled.mgf	314.3433	110794	13039	MASSBANK.mgf	314.3050	0.7468	6	0.0383			1		N/A	Massbank		spectra_from_json.mgf		N/A	InChI=1S/C19H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-19(22)20-17-18-21/h21H,2-18H2,1H3,(H,20,22)	GCCFMSAXQJECNH-UHFFFAOYSA-N				Positive	3		2	Massbank:RP003203 Heptadecanoyl Ethanolamide|Margaroyl-ethanolamine|N-(2-hydroxyethyl)heptadecanamide [M+H]+	MASSBANK	314.305	Massbank	N/A	13039	*..*	CCCCCCCCCCCCCCCCC(=O)NCCO	ESI-qTof	CCMSLIB00005738590		mwang87	CCMSLIB00005738590	mzspec:GNPS:MASSBANK:accession:CCMSLIB00005738590
684	1166	aligned_features_filled.mgf	746.5706	760338	2269	PNNL-LIPIDS-POSITIVE.mgf	746.5700	0.7868	14	0.0006			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PE(18:0/18:1); [M+H]+ C41H81N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	746.57	Thomas Metz	N/A	2269	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010057531		mwang87	CCMSLIB00010057531	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010057531
691	1174	aligned_features_filled.mgf	664.4916	769354	11285	PNNL-LIPIDS-POSITIVE.mgf	664.4920	0.7133	7	-0.0004			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PE(15:0/15:0); [M+H]+ C35H71N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	664.492	Thomas Metz	N/A	11285	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010076430		mwang87	CCMSLIB00010076430	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010076430
